,"car","area","uf","mun","modulo_fiscal","tipo_imovel","situacao","condicao",,,
,"MG-3109006-670D35134EBE4C04ADD078842A06B8E3","9.7748","MG","Brumadinho","0.4887","IRU","AT","Aguardando","analise",,
,"MG-3109006-F950E96581E94D038FD42D9554ABCD14","3.0486","MG","Brumadinho","0.1524","IRU","AT","Aguardando","analise",,
,"MG-3109006-D4BAE2D8D03444D2A374DD1ED67AD6EA","42.1508","MG","Brumadinho","2.1075","IRU","AT","Aguardando","analise",,
,"MG-3109006-5C406DCD90664619AB2FCAE1330748B8","33.6186","MG","Brumadinho","1.6809","IRU","AT","Aguardando","analise",,
,"MG-3109006-2CEFC756258543E0B3A15010C3BDAF07","51.4914","MG","Brumadinho","2.5746","IRU","AT","Aguardando","analise",,
,"MG-3109006-616C1943EA2A4D9C8302245EA888DD96","9.2675","MG","Brumadinho","0.4634","IRU","AT","Aguardando","analise",,
,"MG-3109006-EF49E0E266CE4F91820534A6E404C780","5.1569","MG","Brumadinho","0.2578","IRU","AT","Aguardando","analise",,
,"MG-3109006-2DBD2B45BEBF4A2585610F5B0DA89EDE","21.8359","MG","Brumadinho","1.0918","IRU","AT","Aguardando","analise",,
,"MG-3109006-6DDDE54A2F064ACF9EE64396D9029E10","37.5895","MG","Brumadinho","1.8800","IRU","AT","Aguardando","análise",,
,"MG-3109006-4A95C9A99F7A4B8FA59DBB167986D73D","35.3422","MG","Brumadinho","1.7671","IRU","AT","Aguardando","analise",,
,"MG-3109006-1836AAF5B3404B5A9F93762B14235004","6.7565","MG","Brumadinho","0.3400","IRU","AT","Aguardando","análise",,
,"MG-3109006-8A254060F27B4BDABA910B1D5C2E0371","9.4713","MG","Brumadinho","0.4736","IRU","AT","Aguardando","analise",,
,"MG-3109006-34C50A0798D04A16B9C02BD9F4C22825","64.1752","MG","Brumadinho","3.2100","IRU","AT","Aguardando","análise",,
,"MG-3109006-831917D2E9064EE8BA295AD7DCB1135B","54.8339","MG","Brumadinho","2.7400","IRU","AT","Aguardando","análise",,
,"MG-3109006-0F35E9CC5AC84FFEB0A4F9E68B62CC49","6.0836","MG","Brumadinho","0.3042","IRU","AT","Aguardando","análise",,
,"MG-3109006-501F4527CDAC4EFB80F7F9F8AF2DEF47","16.6297","MG","Brumadinho","0.8315","IRU","AT","Aguardando","analise",,
,"MG-3109006-C77B762418B14221B68DD9A30ED37FFC","12.3780","MG","Brumadinho","0.6189","IRU","AT","Aguardando","analise",,
,"MG-3109006-987F0F841E6949339400E0C2AF702C99","10.3483","MG","Brumadinho","0.5174","IRU","AT","Aguardando","analise",,
,"MG-3109006-3BEB229CA910436EB134094E7164A024","125.6000","MG","Brumadinho","6.2800","IRU","AT","Aguardando","analise",,
,"MG-3109006-61CEF79AC86F44A1B11F90A75926883E","20.1958","MG","Brumadinho","1.0098","IRU","AT","Aguardando","análise",,
,"MG-3109006-E6027FFB53644784A055A75ADB512468","51.2974","MG","Brumadinho","2.5649","IRU","AT","Aguardando","analise",,
,"MG-3109006-E637B0723F284F148785577CA38016A6","40.5627","MG","Brumadinho","2.0281","IRU","AT","Aguardando","analise",,
,"MG-3109006-D832AC09E749477F8B7D74DF3F465D28","22.6163","MG","Brumadinho","1.1308","IRU","AT","Aguardando","analise",,
,"MG-3109006-207C3D0894C64458B28FDE7487B4D731","26.3737","MG","Brumadinho","1.3187","IRU","AT","Aguardando","analise",,
,"MG-3109006-15F0E3D6B7C4458EAFF41BE02B101FCD","3.7895","MG","Brumadinho","0.1895","IRU","AT","Aguardando","analise",,
,"MG-3109006-CDB43035E0E74A518DF48BC710D3E559","0.5304","MG","Brumadinho","0.0300","IRU","AT","Aguardando","análise",,
,"MG-3109006-6ABBAE074B7D4945A073050A19E92CE0","101.4100","MG","Brumadinho","5.0705","IRU","AT","Aguardando","analise",,
,"MG-3109006-1D53C964EF9C4241B775305FFF5E0C51","24.9139","MG","Brumadinho","1.2457","IRU","AT","Aguardando","analise",,
,"MG-3109006-84E52F1061E64742A181154325CB280A","84.7600","MG","Brumadinho","4.2380","IRU","AT","Aguardando","analise",,
,"MG-3109006-8FC41F024C904878A3B60A01991CF11E","19.8157","MG","Brumadinho","0.9908","IRU","AT","Aguardando","análise",,
,"MG-3109006-AE5D88874D234B55BDEEA886CA89927F","181.2820","MG","Brumadinho","9.0641","IRU","AT","Aguardando","analise",,
,"MG-3109006-1F949C4C03B542FF8C39819CE6F28600","8.6000","MG","Brumadinho","0.4300","IRU","AT","Aguardando","analise",,
,"MG-3109006-73377B986CFE4BA9A3C858EF27620CE0","2.3153","MG","Brumadinho","0.1158","IRU","AT","Aguardando","analise",,
,"MG-3109006-B6C1D60B09AF493BA505E128A73C5BE0","40.6584","MG","Brumadinho","2.0329","IRU","AT","Aguardando","analise",,
,"MG-3109006-A91CEE770D014E30801883FDF70C74CF","13.8823","MG","Brumadinho","0.6941","IRU","AT","Aguardando","analise",,
,"MG-3109006-515DAC263FFC4FBC8B5AACBDC2A9012D","33.0513","MG","Brumadinho","1.6526","IRU","AT","Aguardando","analise",,
,"MG-3109006-A7C5F4F057884B76A3119ECCE05A4FED","9.6182","MG","Brumadinho","0.4809","IRU","AT","Aguardando","analise",,
,"MG-3109006-6F3B8F062443446A8E8770C7E38D4F89","73.7470","MG","Brumadinho","3.6900","IRU","AT","Aguardando","análise",,
,"MG-3109006-3A6FD2078A7A4908817519CE859C0656","372.3095","MG","Brumadinho","18.6155","IRU","AT","Aguardando","analise",,
,"MG-3109006-816F9492E7244E86B378EA1E4B205CC6","1.1884","MG","Brumadinho","0.0594","IRU","AT","Aguardando","analise",,
,"MG-3109006-0C136E86B66D432F93F19780D17AC566","29.0029","MG","Brumadinho","1.4501","IRU","AT","Aguardando","análise",,
,"MG-3109006-340469F92AD04643B6C4C8683FC05C15","3.0191","MG","Brumadinho","0.1510","IRU","AT","Aguardando","analise",,
,"MG-3109006-4E69B03B0F3E4FF691875B007EAF4081","0.0766","MG","Brumadinho","0.0038","IRU","AT","Aguardando","analise",,
,"MG-3109006-A2EAD95E0BF84DBEB828DEA17569197A","9.2766","MG","Brumadinho","0.4638","IRU","AT","Aguardando","analise",,
,"MG-3109006-9231280C56D3477783D36FF0504844B2","4.5052","MG","Brumadinho","0.2300","IRU","AT","Aguardando","análise",,
,"MG-3109006-9A037A2D370940FC8144A75D839B88AB","156.4400","MG","Brumadinho","7.8200","IRU","AT","Aguardando","análise",,
,"MG-3109006-093327C332A64D0A8FD192A68B296710","2.9134","MG","Brumadinho","0.1500","IRU","AT","Aguardando","análise",,
,"MG-3109006-8196F49D997D470BBF5A4A2D51BFD358","41.6278","MG","Brumadinho","2.0814","IRU","AT","Aguardando","analise",,
,"MG-3109006-6FB4BB048C45406DADBCCDB9821C29EA","5.0666","MG","Brumadinho","0.2533","IRU","AT","Aguardando","análise",,
,"MG-3109006-61E4F8EDE3674FE4B8D9CB7BF87D166A","2.6380","MG","Brumadinho","0.1319","IRU","AT","Aguardando","analise",,
,"MG-3109006-5B058B0383A145FD911D4BFBAF15EC42","4.4160","MG","Brumadinho","0.2208","IRU","AT","Aguardando","analise",,
,"MG-3109006-2CAB1F21296741408A3CEAFE64958C24","3.0241","MG","Brumadinho","0.1512","IRU","AT","Aguardando","analise",,
,"MG-3109006-D923D2C3C48B4E899B283D0BF39B73BC","28.1823","MG","Brumadinho","1.4100","IRU","AT","Aguardando","análise",,
,"MG-3109006-37790B1DE85C41C296A498F2022D386C","146.1190","MG","Brumadinho","7.3060","IRU","AT","Aguardando","análise",,
,"MG-3109006-6F3988B012BD4B2992CBECFD43263801","0.7614","MG","Brumadinho","0.0381","IRU","AT","Aguardando","análise",,
,"MG-3109006-AE0BBA7AC3FD40C3BC75A935519A057A","2.0000","MG","Brumadinho","0.1000","IRU","AT","Aguardando","analise",,
,"MG-3109006-91E5505BBFB1446C9128FF2BAF1BADC0","0.1815","MG","Brumadinho","0.0091","IRU","AT","Aguardando","analise",,
,"MG-3109006-D49AB008B9164609AAAC7966B9FAF8B4","86.5670","MG","Brumadinho","4.3283","IRU","AT","Aguardando","analise",,
,"MG-3109006-2A5927271A36446A928C0D07AF025C0D","25.6332","MG","Brumadinho","1.2817","IRU","AT","Aguardando","analise",,
,"MG-3109006-943E5614069D4317A9EEC0FAD0798043","38.1181","MG","Brumadinho","1.9059","IRU","AT","Aguardando","analise",,
,"MG-3109006-173676D597F3480E871CE7714C26FFA9","172.2653","MG","Brumadinho","8.6133","IRU","AT","Aguardando","analise",,
,"MG-3109006-FFC0DEFBE4FD446B87DD528962B58297","5.0479","MG","Brumadinho","0.2524","IRU","AT","Aguardando","analise",,
,"MG-3109006-9F0E24239B7944CE9DE09FFAEDC95B3E","5.2555","MG","Brumadinho","0.2628","IRU","AT","Aguardando","analise",,
,"MG-3109006-92DD7F91D2EA49218F1A4281375600BB","47.3293","MG","Brumadinho","2.3665","IRU","AT","Aguardando","analise",,
,"MG-3109006-560F2B15D39E4F818C9A56EA3867F1D5","93.1335","MG","Brumadinho","4.6567","IRU","AT","Aguardando","analise",,
,"MG-3109006-A208D984336E4BCBADD94E142D9FFB90","487.9388","MG","Brumadinho","24.3969","IRU","AT","Aguardando","análise",,
,"MG-3109006-57B99BF657DC48A2866AB70CCC21832D","1123.9289","MG","Brumadinho","57.6832","IRU","AT","Aguardando","analise",,
,"MG-3109006-A26405CC0B8B4B3B96C8D61F13CB2857","209.0450","MG","Brumadinho","10.4500","IRU","AT","Aguardando","análise",,
,"MG-3109006-C9DCF7CAEE904993A60555725722203C","63.6748","MG","Brumadinho","3.1837","IRU","AT","Aguardando","analise",,
,"MG-3109006-942E2C1ED510473BAD8776B1EBA83282","11.1243","MG","Brumadinho","0.5562","IRU","AT","Aguardando","analise",,
,"MG-3109006-E384CF618A4F437FB726129E8D87975D","41.2800","MG","Brumadinho","2.0600","IRU","AT","Aguardando","análise",,
,"MG-3109006-CFDB19F7886442F491CAD3FF44043F26","30.6318","MG","Brumadinho","1.5316","IRU","AT","Aguardando","analise",,
,"MG-3109006-87B6BC9FDE5D4714844C7B4098379A7A","0.3291","MG","Brumadinho","0.0165","IRU","AT","Aguardando","análise",,
,"MG-3109006-4A0E1427D8894B6CB768E57B8DF05F7D","24.1363","MG","Brumadinho","1.2068","IRU","AT","Aguardando","analise",,
,"MG-3109006-52AB7BB1A6894E72B157E8FC69EB1E1E","0.1005","MG","Brumadinho","0.0050","IRU","AT","Aguardando","analise",,
,"MG-3109006-5D9CEE6A838C4E94BCEA1F88F6C17E58","2.4612","MG","Brumadinho","0.1200","IRU","AT","Aguardando","análise",,
,"MG-3109006-CF19A5BC40B04668909F24A396B85D9A","10.7315","MG","Brumadinho","0.5366","IRU","AT","Aguardando","analise",,
,"MG-3109006-7582A9CF7A374B03A6CA1A64339E2AF6","109.7917","MG","Brumadinho","5.4896","IRU","AT","Aguardando","analise",,
,"MG-3109006-2D38E98BE4F5461C8DAC63C51EC92DE1","11.2810","MG","Brumadinho","0.5641","IRU","AT","Aguardando","análise",,
,"MG-3109006-13C629CE016E46419ECDC997F26531A1","1.3341","MG","Brumadinho","0.0667","IRU","AT","Aguardando","analise",,
,"MG-3109006-289436ED4D7B4798BD1D472677321632","1135.2154","MG","Brumadinho","57.1852","IRU","AT","Aguardando","análise",,
,"MG-3109006-2F12A106F6244BA2A7C44FB49292371D","53.6328","MG","Brumadinho","2.6816","IRU","AT","Aguardando","analise",,
,"MG-3109006-EB2B607B9B644CC88960B8495F19A0A4","61.5618","MG","Brumadinho","3.0781","IRU","AT","Aguardando","analise",,
,"MG-3109006-066A23DD1BF94A19B1F967637885E031","2.1585","MG","Brumadinho","0.1100","IRU","AT","Aguardando","análise",,
,"MG-3109006-6AC2536F708A45FD971079FED6611EEB","0.4427","MG","Brumadinho","0.0221","IRU","AT","Aguardando","analise",,
,"MG-3109006-68D1B9DBF4AC44B287C07982A48EDBDD","16.4903","MG","Brumadinho","0.8245","IRU","AT","Aguardando","análise",,
,"MG-3109006-4DE8C90EF8314FAD8F972A19BDA924ED","30.1052","MG","Brumadinho","1.5053","IRU","AT","Aguardando","analise",,
,"MG-3109006-CA6520ECCDD643C78440C18D55BC3B56","4.2662","MG","Brumadinho","0.2133","IRU","AT","Aguardando","analise",,
,"MG-3109006-FAFE553BC6C14F0A908DD392D30BBCD7","153.7332","MG","Brumadinho","8.0184","IRU","AT","Aguardando","analise",,
,"MG-3109006-38A440B8E0B34A748D3F6D072B79BACE","187.7836","MG","Brumadinho","9.3892","IRU","AT","Aguardando","analise",,
,"MG-3109006-6692CE67D7B74C32919735B17FFB8525","4.4250","MG","Brumadinho","0.2213","IRU","AT","Aguardando","analise",,
,"MG-3109006-D67E5022E66A4D578E1F4A7D3C1D1319","9.0603","MG","Brumadinho","0.4530","IRU","AT","Aguardando","analise",,
,"MG-3109006-1C489E53D47A4A89B623BEF35C761425","4.5176","MG","Brumadinho","0.2259","IRU","AT","Aguardando","analise",,
,"MG-3109006-FAF5078599784EC18721EF37A7F4B537","16.8853","MG","Brumadinho","0.8443","IRU","AT","Aguardando","análise",,
,"MG-3109006-E44C2E02A78D4D25BF48AEAAF1534288","102.1121","MG","Brumadinho","5.1056","IRU","AT","Aguardando","análise",,
,"MG-3109006-E351136277924A969099B91C353521DC","72.3419","MG","Brumadinho","3.6171","IRU","AT","Aguardando","analise",,
,"MG-3109006-03C4F423B66440D5808E7FD865B5F5E8","4.0605","MG","Brumadinho","0.2030","IRU","AT","Aguardando","analise",,
,"MG-3109006-0CF39E991E33475CBC39C36A781E8F30","53.4253","MG","Brumadinho","2.6713","IRU","AT","Aguardando","analise",,
,"MG-3109006-7F26B00265404F11A154FAAED9C8739C","67.7764","MG","Brumadinho","3.3888","IRU","AT","Aguardando","análise",,
,"MG-3109006-D3A6F0FE62194C57BD7C7959C7EEE9CB","10.5031","MG","Brumadinho","0.5252","IRU","AT","Aguardando","análise",,
,"MG-3109006-31BAFA1646494AA99F4D401C86A60664","54.3373","MG","Brumadinho","2.7169","IRU","AT","Aguardando","analise",,
,"MG-3109006-486120BACF824926AB4E374E3D0E288B","2.6616","MG","Brumadinho","0.1300","IRU","AT","Aguardando","análise",,
,"MG-3109006-844403BE6BF34AE99A37788B811D1ECF","43.2337","MG","Brumadinho","2.1617","IRU","AT","Aguardando","analise",,
,"MG-3109006-734668E0A3A049BA832DBBCE7DDA4593","13.1848","MG","Brumadinho","0.6592","IRU","AT","Aguardando","analise",,
,"MG-3109006-0450735990714C5EA24D11CFD5AD6DD3","37.9754","MG","Brumadinho","1.8988","IRU","AT","Aguardando","analise",,
,"MG-3109006-5FA74CF14BF342D9BA2EE00B5F2AFA1E","67.6986","MG","Brumadinho","3.3849","IRU","AT","Aguardando","analise",,
,"MG-3109006-37E88A138777455889112D0B4CCBE271","24.2546","MG","Brumadinho","1.2127","IRU","AT","Aguardando","analise",,
,"MG-3109006-D149A48510344B11B477C8B7862D489C","375.0638","MG","Brumadinho","18.7532","IRU","AT","Aguardando","analise",,
"(903","rows)",,,,,,,,,,
